,Unnamed: 0,month,trip_id,vehicle_id,started_at,ended_at,duration,start_location_name,end_location_name,user_id,trip_ledger_id
342,342,May,1644731,8161160,2019-05-24 23:06:00,2019-05-24 23:14:00,0:08:05,"5th @ Marquette, Albuquerque, NM 87102, USA","902 Fruit Ave NW, Albuquerque, NM 87102, USA",35573530,1518838
343,343,May,1644735,5947761,2019-05-24 23:06:00,2019-05-24 23:37:00,0:30:35,"401 3rd St NW, Albuquerque, NM 87102, USA","2105 Silver Ave SE, Albuquerque, NM 87106, USA",35555868,1519232
344,344,May,1644757,8201542,2019-05-24 23:08:00,2019-05-24 23:38:00,0:29:52,"1400 Central Ave SE, Albuquerque, NM 87106, USA","Central @ Sycamore, Albuquerque, NM 87106, USA",35584356,1519245
345,345,May,1644761,3544397,2019-05-24 23:08:00,2019-05-24 23:38:00,0:29:44,"1315 Central Ave NE, Albuquerque, NM 87106, USA","66 Sycamore St NE, Albuquerque, NM 87106, USA",35583974,1519247
346,346,May,1644789,3885791,2019-05-24 23:10:00,2019-05-24 23:20:00,0:10:27,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","111 4th St SW, Albuquerque, NM 87102, USA",35530940,1518942
347,347,May,1644812,4932492,2019-05-24 23:10:00,2019-05-24 23:14:00,0:04:12,"400 Marquette Ave NW, Albuquerque, NM 87102, USA","511 Keleher Ave NW, Albuquerque, NM 87102, USA",35571278,1518843
348,348,May,1644846,5766408,2019-05-24 23:12:00,2019-05-24 23:19:00,0:07:31,"609 Broadway Blvd NE, Albuquerque, NM 87102, USA","200 Broadway Blvd NE, Albuquerque, NM 87102, USA",35557255,1518929
349,349,May,1644888,9867068,2019-05-24 23:14:00,2019-05-24 23:48:00,0:33:21,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Central @ Tingley, Albuquerque, NM 87104, USA",35564036,1519444
350,350,May,1644890,2484319,2019-05-24 23:15:00,2019-05-24 23:17:00,0:02:54,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35566606,1518899
351,351,May,1644899,1449819,2019-05-24 23:15:00,2019-05-24 23:18:00,0:02:50,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1308 1st St NW, Albuquerque, NM 87102, USA",35566605,1518902
352,352,May,1644917,1445658,2019-05-24 23:16:00,2019-05-24 23:18:00,0:01:36,"410 Lead Ave SW, Albuquerque, NM 87102, USA","410 Lead Ave SW, Albuquerque, NM 87102, USA",35587566,1518912
353,353,May,1644945,3355116,2019-05-24 23:18:00,2019-05-24 23:42:00,0:23:37,"423 Central Ave NE, Albuquerque, NM 87102, USA","402 High St SE, Albuquerque, NM 87102, USA",35507184,1519317
354,354,May,1644946,2823415,2019-05-24 23:18:00,2019-05-24 23:35:00,0:16:34,"1116 Park Ave SW, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35565998,1519185
355,355,May,1644960,2484319,2019-05-24 23:19:00,2019-05-24 23:22:00,0:03:07,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35566606,1518973
356,356,May,1645036,2937338,2019-05-24 23:23:00,2019-05-24 23:32:00,0:08:57,"KRQE-TV Albuquerque, NM, USA, 13 Broadcast Plaza SW, Albuquerque, NM 87104, USA","1303 Iron Ave SW, Albuquerque, NM 87102, USA",35587249,1519155
357,357,May,1645092,3567880,2019-05-24 23:26:00,2019-05-24 23:29:00,0:03:13,"853 Silver Ave SW, Albuquerque, NM 87102, USA","100 Silver Ave SW, Albuquerque, NM 87102, USA",21672119,1519107
358,358,May,1645114,3462247,2019-05-24 23:28:00,2019-05-24 23:42:00,0:14:26,"500 Central Ave SW, Albuquerque, NM 87102, USA","424 Aspen Ave NE, Albuquerque, NM 87102, USA",35589339,1519321
359,359,May,1645129,8763917,2019-05-24 23:28:00,2019-05-24 23:42:00,0:13:20,"100 Gold Ave SW, Albuquerque, NM 87102, USA","400 Gold Ave SW, Albuquerque, NM 87102, USA",35532065,1519316
360,360,May,1645160,1587987,2019-05-24 23:30:00,2019-05-24 23:43:00,0:13:15,"Central @ New York, Albuquerque, NM 87104, USA","508 Central Ave SW, Albuquerque, NM 87102, USA",35578230,1519342
361,361,May,1645162,1407111,2019-05-24 23:30:00,2019-05-24 23:43:00,0:13:11,"Central @ New York, Albuquerque, NM 87104, USA","509 Central Ave SW, Albuquerque, NM 87102, USA",29448993,1519340
362,362,May,1645171,6354071,2019-05-24 23:30:00,2019-05-25 00:30:00,0:59:54,"315 8th St SW, Albuquerque, NM 87102, USA","Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA",35565152,1520213
363,363,May,1645189,8649942,2019-05-24 23:31:00,2019-05-24 23:32:00,0:00:59,"415 Roma Ave NW, Albuquerque, NM 87102, USA","400 Lomas Blvd NW, Albuquerque, NM 87102, USA",35553312,1519150
364,364,May,1645266,2504945,2019-05-24 23:34:00,2019-05-24 23:38:00,0:03:24,"Central @ Tingley, Albuquerque, NM 87104, USA","99999 Central Ave SW, Albuquerque, NM 87105, USA",35582855,1519248
365,365,May,1645279,7515889,2019-05-24 23:35:00,2019-05-25 00:43:00,1:08:02,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590722,1520436
366,366,May,1645290,6382403,2019-05-24 23:36:00,2019-05-25 00:44:00,1:07:54,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590719,1520446
367,367,May,1645308,2105264,2019-05-24 23:37:00,2019-05-24 23:48:00,0:11:51,"1006 1st St NW, Albuquerque, NM 87102, USA","1761 Bellamah Ave NW, Albuquerque, NM 87104, USA",35576645,1519457
368,368,May,1645320,3246181,2019-05-24 23:37:00,2019-05-24 23:48:00,0:11:09,"111 Marble Ave NW, Albuquerque, NM 87102, USA","1761 Bellamah Ave NW, Albuquerque, NM 87104, USA",35576882,1519452
369,369,May,1645336,2689597,2019-05-24 23:38:00,2019-05-25 00:45:00,1:06:58,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590718,1520464
370,370,May,1645341,8955364,2019-05-24 23:38:00,2019-05-25 00:43:00,1:04:47,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","1015 Rio Grande Blvd NW, Albuquerque, NM 87104, USA",35590725,1520424
371,371,May,1645357,1564954,2019-05-24 23:39:00,2019-05-24 23:43:00,0:04:20,"2901 Central Ave NE, Albuquerque, NM 87106, USA","3021 Central Ave NE, Albuquerque, NM 87106, USA",35589665,1519346
372,372,May,1645395,3224057,2019-05-24 23:40:00,2019-05-25 00:13:00,0:32:11,"401 3rd St NW, Albuquerque, NM 87102, USA","215 8th St NW, Albuquerque, NM 87102, USA",35591403,1519925
373,373,May,1645405,5683625,2019-05-24 23:41:00,2019-05-24 23:59:00,0:17:43,"1206 Silver Ave SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35494449,1519674
374,374,May,1645455,2741467,2019-05-24 23:43:00,2019-05-24 23:49:00,0:05:26,"Central @ Edith, Albuquerque, NM 87102, USA","205 Walter St SE, Albuquerque, NM 87102, USA",35590762,1519461
375,375,May,1645528,4049935,2019-05-24 23:46:00,2019-05-24 23:50:00,0:03:57,"707 Tijeras Ave NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35537981,1519489
376,376,May,1645530,7080194,2019-05-24 23:46:00,2019-05-24 23:56:00,0:10:15,"2000 Mountain Rd NW, Albuquerque, NM 87104, USA","720 Roma Ave NW, Albuquerque, NM 87102, USA",35568884,1519631
377,377,May,1645533,7623985,2019-05-24 23:46:00,2019-05-25 01:18:00,1:32:10,"401 2nd St NW, Albuquerque, NM 87102, USA",,35592573,1521047
378,378,May,1645534,8992887,2019-05-24 23:46:00,2019-05-24 23:56:00,0:09:57,"2000 Mountain Rd NW, Albuquerque, NM 87104, USA","720 Roma Ave NW, Albuquerque, NM 87102, USA",35580845,1519624
379,379,May,1645576,7557387,2019-05-24 23:49:00,2019-05-24 23:56:00,0:07:39,"Central @ Tingley, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35564036,1519629
380,380,May,1645587,5834326,2019-05-24 23:49:00,2019-05-25 00:01:00,0:11:56,"1720 Central Ave NW, Albuquerque, NM 87104, USA","1500 Central Ave SW, Albuquerque, NM 87104, USA",35587370,1519724
381,381,May,1645592,2937338,2019-05-24 23:49:00,2019-05-24 23:58:00,0:09:00,"801 13th St SW, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35592520,1519669
382,382,May,1645607,2741467,2019-05-24 23:50:00,2019-05-24 23:55:00,0:04:18,"205 Walter St SE, Albuquerque, NM 87102, USA","205 Walter St SE, Albuquerque, NM 87102, USA",35590762,1519583
383,383,May,1645636,2079970,2019-05-24 23:52:00,2019-05-25 00:01:00,0:09:08,"1900 Central Ave SW, Albuquerque, NM 87104, USA","1500 Central Ave SW, Albuquerque, NM 87104, USA",35587523,1519717
384,384,May,1645664,1579133,2019-05-24 23:54:00,2019-05-25 00:02:00,0:08:40,"1414 University Blvd SE, Albuquerque, NM 87106, USA","University of New Mexico South, Albuquerque, NM 87106, United States",35533431,1519746
385,385,May,1645690,4932492,2019-05-24 23:55:00,2019-05-25 00:02:00,0:07:35,"509 Keleher Ave NW, Albuquerque, NM 87102, USA","416 2nd St SW, Albuquerque, NM 87102, USA",35591864,1519747
386,386,May,1645698,2584557,2019-05-24 23:55:00,2019-05-25 00:23:00,0:28:16,"215 Yale Blvd SE, Albuquerque, NM 87106, USA","215 Yale Blvd SE, Albuquerque, NM 87106, USA",35547940,1520096
387,387,May,1645726,2504945,2019-05-24 23:57:00,2019-05-24 23:57:00,0:00:16,"Central @ Tingley, Albuquerque, NM 87104, USA","Central @ Tingley, Albuquerque, NM 87104, USA",35582855,1519638
388,388,May,1645751,5856089,2019-05-24 23:58:00,2019-05-25 00:45:00,0:46:33,"117 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA","3200 Central Ave SE, Albuquerque, NM 87106, USA",35579998,1520468
389,389,May,1645752,2922267,2019-05-24 23:58:00,2019-05-25 00:19:00,0:21:00,"117 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA","2811 Silver Ave SE, Albuquerque, NM 87106, USA",35556825,1520026
390,390,May,1645757,3307879,2019-05-24 23:59:00,2019-05-25 00:13:00,0:13:57,"1 Central Ave NW, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35595039,1519921
391,391,May,1645777,7557387,2019-05-25 00:00:00,2019-05-25 00:02:00,0:02:31,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35595174,1519750
392,392,May,1645779,8825568,2019-05-25 00:00:00,2019-05-25 00:10:00,0:09:42,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35591165,1519879
393,393,May,1645795,2741467,2019-05-25 00:01:00,2019-05-25 00:03:00,0:01:46,"205 Walter St SE, Albuquerque, NM 87102, USA","423 Central Ave NE, Albuquerque, NM 87102, USA",35590762,1519755
394,394,May,1645812,1449819,2019-05-25 00:02:00,2019-05-25 00:06:00,0:04:44,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35595869,1519822
395,395,May,1645849,3786248,2019-05-25 00:04:00,2019-05-25 00:13:00,0:09:10,"118 Rte 66, Albuquerque, NM 87102, USA","111 Marble Ave NW, Albuquerque, NM 87102, USA",35592542,1519930
396,396,May,1645856,6339598,2019-05-25 00:04:00,2019-05-25 00:45:00,0:40:55,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","415 Roma Ave NW, Albuquerque, NM 87102, USA",35555611,1520473
397,397,May,1645943,1449819,2019-05-25 00:09:00,2019-05-25 00:12:00,0:02:37,"1324 1st St NW, Albuquerque, NM 87102, USA","1324 1st St NW, Albuquerque, NM 87102, USA",35595524,1519905
398,398,May,1645972,2257771,2019-05-25 00:10:00,2019-05-25 00:45:00,0:35:03,"400 Lomas Blvd NW, Albuquerque, NM 87102, USA","502 Fruit Ave NW, Albuquerque, NM 87102, USA",35555037,1520477
399,399,May,1645978,8825568,2019-05-25 00:10:00,2019-05-25 00:11:00,0:00:53,"328 Marquette Ave NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35591165,1519901
400,400,May,1645996,3342938,2019-05-25 00:11:00,2019-05-25 00:29:00,0:18:10,"220 Copper Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35594258,1520196
401,401,May,1646013,9278164,2019-05-25 00:12:00,2019-05-25 00:29:00,0:17:06,"125 2nd St NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35594496,1520198
402,402,May,1646023,4947439,2019-05-25 00:13:00,2019-05-25 00:43:00,0:30:10,"401 3rd St NW, Albuquerque, NM 87102, USA","330 Tijeras Ave NW, Albuquerque, NM 87102, USA",35591165,1520427
403,403,May,1646042,2693271,2019-05-25 00:14:00,2019-05-25 00:20:00,0:06:36,"1 Civic Plaza NW, Albuquerque, NM 87102, USA","407 Central Ave SW, Albuquerque, NM 87102, USA",35555440,1520045
404,404,May,1646048,9010792,2019-05-25 00:14:00,2019-05-25 00:21:00,0:06:15,"500 Marquette, 500 Marquette Ave NW, Albuquerque, NM 87102, USA","407 Central Ave NW, Albuquerque, NM 87102, USA",35595911,1520049
405,405,May,1646065,7841444,2019-05-25 00:15:00,2019-05-25 00:22:00,0:06:40,"424 Central Ave SE, Albuquerque, NM 87102, USA","424 Central Ave SE, Albuquerque, NM 87102, USA",35551210,1520074
406,406,May,1646096,7557387,2019-05-25 00:17:00,2019-05-25 00:21:00,0:03:45,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","1898 Mountain Rd NW, Albuquerque, NM 87104, USA",35546591,1520055
407,407,May,1646179,2922267,2019-05-25 00:21:00,2019-05-25 00:45:00,0:23:35,"2811 Silver Ave SE, Albuquerque, NM 87106, USA","107 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA",35556825,1520467
408,408,May,1646186,6497659,2019-05-25 00:21:00,2019-05-25 00:58:00,0:36:54,"2901 Central Ave NE, Albuquerque, NM 87106, USA","114 Tulane Dr NE, Albuquerque, NM 87106, USA",35598935,1520724
409,409,May,1646199,3642036,2019-05-25 00:22:00,2019-05-25 00:23:00,0:00:40,"401 3rd St NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35599145,1520089
410,410,May,1646210,1449819,2019-05-25 00:23:00,2019-05-25 00:41:00,0:18:03,"1324 1st St NW, Albuquerque, NM 87102, USA","1900 2nd St NW, Albuquerque, NM 87102, USA",35579794,1520395
411,411,May,1646217,3642036,2019-05-25 00:23:00,2019-05-25 00:42:00,0:18:56,"401 3rd St NW, Albuquerque, NM 87102, USA","200 3rd St NW, Albuquerque, NM 87102, USA",35599145,1520408
412,412,May,1646225,1445658,2019-05-25 00:24:00,2019-05-25 00:32:00,0:08:35,"500 Lead Ave SW, Albuquerque, NM 87102, USA","410 Lead Ave SW, Albuquerque, NM 87102, USA",35600090,1520250
413,413,May,1646232,8442819,2019-05-25 00:24:00,2019-05-25 00:58:00,0:33:20,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",35598127,1520707
414,414,May,1646236,6439396,2019-05-25 00:25:00,2019-05-25 00:58:00,0:33:28,"Rio Grande @ Mountain, Albuquerque, NM 87104, USA","Rio Grande @ Mountain, Albuquerque, NM 87104, USA",35579892,1520719
415,415,May,1646264,2187219,2019-05-25 00:26:00,2019-05-25 00:31:00,0:04:58,"122 10th St NW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35600600,1520220
416,416,May,1646290,1575055,2019-05-25 00:28:00,2019-05-25 00:57:00,0:29:55,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35593744,1520702
417,417,May,1646307,3462247,2019-05-25 00:29:00,2019-05-25 00:57:00,0:28:23,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35600627,1520694
418,418,May,1646343,7343079,2019-05-25 00:31:00,2019-05-25 00:39:00,0:07:53,"Sunshine Building, 120 Central Ave SW, Albuquerque, NM 87102, USA","315 8th St SW, Albuquerque, NM 87102, USA",35565152,1520352
419,419,May,1646381,8600566,2019-05-25 00:33:00,2019-05-25 00:36:00,0:02:30,"2110 Central Ave NE, Albuquerque, NM 87106, USA","Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA",35601506,1520296
420,420,May,1646392,8763917,2019-05-25 00:34:00,2019-05-25 00:38:00,0:03:32,"101 State Hwy 313, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35599899,1520328
421,421,May,1646401,6779794,2019-05-25 00:35:00,2019-05-25 00:46:00,0:11:35,"303 Central Ave NE, Albuquerque, NM 87102, USA","1800 4th St NW, Albuquerque, NM 87102, USA",35542288,1520491
422,422,May,1646421,2841549,2019-05-25 00:36:00,2019-05-25 01:36:00,1:00:07,"506 2nd St NW, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35573094,1521289
423,423,May,1646423,8600566,2019-05-25 00:36:00,2019-05-25 00:36:00,0:00:39,"Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA","Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA",35601364,1520302
424,424,May,1646435,8600566,2019-05-25 00:37:00,2019-05-25 00:51:00,0:14:41,"Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA","3200 Central Ave SE, Albuquerque, NM 87106, USA",35601506,1520586
425,425,May,1646436,5977323,2019-05-25 00:37:00,2019-05-25 01:04:00,0:27:18,"1414 University Blvd SE, Albuquerque, NM 87106, USA","1415 University Blvd SE, Albuquerque, NM 87106, USA",35598885,1520822
426,426,May,1646442,3099752,2019-05-25 00:37:00,2019-05-25 00:51:00,0:14:16,"Communication and Journalism, Redondo Dr NE, Albuquerque, NM 87106, USA","Jones Motor Co., Albuquerque, NM 87106, USA",35601364,1520589
427,427,May,1646480,4001905,2019-05-25 00:39:00,2019-05-25 00:50:00,0:11:25,"315 8th St SW, Albuquerque, NM 87102, USA","101 State Hwy 313, Albuquerque, NM 87102, USA",35565152,1520573
428,428,May,1646517,9938376,2019-05-25 00:41:00,2019-05-25 01:03:00,0:21:26,"511 Keleher Ave NW, Albuquerque, NM 87102, USA","413 2nd St SW, Albuquerque, NM 87102, USA",35592382,1520801
429,429,May,1646531,5056156,2019-05-25 00:42:00,2019-05-25 00:59:00,0:17:08,"5th @ Marquette, Albuquerque, NM 87102, USA","401 2nd St NW, Albuquerque, NM 87102, USA",35553312,1520737
430,430,May,1646560,4454304,2019-05-25 00:44:00,2019-05-25 00:56:00,0:11:57,"301 Tijeras Ave NW, Albuquerque, NM 87102, USA","328 Marquette Ave NW, Albuquerque, NM 87102, USA",35563113,1520661
431,431,May,1646597,2079970,2019-05-25 00:45:00,2019-05-25 01:31:00,0:45:19,"1500 Central Ave SW, Albuquerque, NM 87104, USA","1701 San Patricio Ave SW, Albuquerque, NM 87104, USA",35603426,1521211
432,432,May,1646626,5834326,2019-05-25 00:47:00,2019-05-25 01:41:00,0:54:07,"1500 Central Ave SW, Albuquerque, NM 87104, USA","1701 San Patricio Ave SW, Albuquerque, NM 87104, USA",35604593,1521367
433,433,May,1646629,1515374,2019-05-25 00:47:00,2019-05-25 00:52:00,0:04:38,"851 Silver Ave SW, Albuquerque, NM 87102, USA","417 2nd St SW, Albuquerque, NM 87102, USA",35570933,1520600
434,434,May,1646670,9278164,2019-05-25 00:49:00,2019-05-25 01:08:00,0:18:17,"328 Marquette Ave NW, Albuquerque, NM 87102, USA","502 Fruit Ave NW, Albuquerque, NM 87102, USA",35555323,1520894
435,435,May,1646705,2823415,2019-05-25 00:51:00,2019-05-25 00:54:00,0:02:45,"Gold Bldg, 320 Gold Ave SW, Albuquerque, NM 87102, USA","200 3rd St NW, Albuquerque, NM 87102, USA",35565152,1520632
436,436,May,1646720,8594460,2019-05-25 00:52:00,2019-05-25 00:55:00,0:02:57,"117 Bryn Mawr Dr SE, Albuquerque, NM 87106, USA",,35605521,1520652
437,437,May,1646743,1041057,2019-05-25 00:54:00,2019-05-25 01:10:00,0:16:34,"1801 18th St NW, Albuquerque, NM 87104, USA","160 Central Ave SW, Albuquerque, NM 87102, USA",35576882,1520942
438,438,May,1646744,3342938,2019-05-25 00:54:00,2019-05-25 01:12:00,0:18:08,"328 Marquette Ave NW, Albuquerque, NM 87102, USA","415 Tijeras Ave NW, Albuquerque, NM 87102, USA",35606059,1520957
439,439,May,1646758,4947439,2019-05-25 00:55:00,2019-05-25 01:34:00,0:39:50,"200 3rd St NW, Albuquerque, NM 87102, USA",,35565152,1521266
440,440,May,1646782,7557387,2019-05-25 00:56:00,2019-05-25 01:10:00,0:13:46,"1898 Mountain Rd NW, Albuquerque, NM 87104, USA","215 Central Ave NW, Albuquerque, NM 87102, USA",35576645,1520935
441,441,May,1646816,8825568,2019-05-25 00:58:00,2019-05-25 01:06:00,0:07:44,"401 3rd St NW, Albuquerque, NM 87102, USA","415 Roma Ave NW, Albuquerque, NM 87102, USA",35563113,1520853
442,442,May,1646847,5107885,2019-05-25 01:00:00,2019-05-25 02:39:00,1:39:22,"401 2nd St NW, Albuquerque, NM 87102, USA","502 Fruit Ave NW, Albuquerque, NM 87102, USA",35553312,1522023
443,443,May,1646867,3099752,2019-05-25 01:01:00,2019-05-25 01:13:00,0:12:12,"3200 Central Ave SE, Albuquerque, NM 87106, USA","Engineering and Science Computer Pod, Albuquerque, NM 87106, USA",35601506,1520976
444,444,May,1646868,8600566,2019-05-25 01:01:00,2019-05-25 01:13:00,0:12:18,"3200 Central Ave SE, Albuquerque, NM 87106, USA","Electrical & Computer Engineering/Centennial Library, Albuquerque, NM 87106, USA",35601364,1520981
445,445,May,1646882,6692980,2019-05-25 01:02:00,2019-05-25 01:04:00,0:01:39,"2901 Central Ave NE, Albuquerque, NM 87106, USA","Central @ Girard, Albuquerque, NM 87106, USA",35607497,1520821
446,446,May,1646885,1372704,2019-05-25 01:02:00,2019-05-25 01:13:00,0:10:13,"2901 Central Ave NE, Albuquerque, NM 87106, USA","2500 Central Ave SE, Albuquerque, NM 87106, USA",35599764,1520970
447,447,May,1646889,2823415,2019-05-25 01:03:00,2019-05-25 01:32:00,0:29:54,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","509 Central Ave SW, Albuquerque, NM 87102, USA",35606800,1521236
448,448,May,1646891,9053377,2019-05-25 01:03:00,2019-05-25 01:12:00,0:09:31,"2901 Central Ave NE, Albuquerque, NM 87106, USA","2500 Central Ave SE, Albuquerque, NM 87106, USA",35599509,1520961
449,449,May,1646892,3462247,2019-05-25 01:03:00,2019-05-25 01:41:00,0:38:15,"321 4th St NW, Albuquerque, NM 87102, USA","519 6th St SW, Albuquerque, NM 87102, USA",5890450,1521364
450,450,May,1646911,8949574,2019-05-25 01:04:00,2019-05-25 01:52:00,0:47:44,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","500 4th St NW, Albuquerque, NM 87102, USA",35606126,1521487
451,451,May,1646915,1587987,2019-05-25 01:04:00,2019-05-25 01:31:00,0:27:15,"510 Central Ave SW, Albuquerque, NM 87102, USA","716 Gold Ave SW, Albuquerque, NM 87102, USA",35607412,1521218
452,452,May,1646927,2257771,2019-05-25 01:05:00,2019-05-25 01:23:00,0:18:35,"502 Fruit Ave NW, Albuquerque, NM 87102, USA","415 Roma Ave NW, Albuquerque, NM 87102, USA",35595642,1521112
453,453,May,1646931,6705703,2019-05-25 01:05:00,2019-05-25 01:08:00,0:02:52,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","201 Marquette Ave NW, Albuquerque, NM 87102, USA",35572370,1520905
454,454,May,1646966,6696108,2019-05-25 01:07:00,2019-05-25 01:14:00,0:06:40,"109 Broadway Blvd NE, Albuquerque, NM 87102, USA","101 Broadway Blvd NE, Albuquerque, NM 87102, USA",35584010,1520985
455,455,May,1646983,1575055,2019-05-25 01:09:00,2019-05-25 01:21:00,0:12:12,"201 Marquette Ave NW, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35561427,1521084
456,456,May,1646985,5323295,2019-05-25 01:09:00,2019-05-25 01:27:00,0:18:31,"Mitchell Hall (Classrooms), Albuquerque, NM 87106, USA","Electrical & Computer Engineering/Centennial Library, Albuquerque, NM 87106, USA",35608573,1521160
457,457,May,1646991,3642036,2019-05-25 01:09:00,2019-05-25 01:17:00,0:07:30,"330 Tijeras Ave NW, Albuquerque, NM 87102, USA","400 Central Ave SW, Albuquerque, NM 87102, USA",35599145,1521019
458,458,May,1646997,2693271,2019-05-25 01:09:00,2019-05-25 01:12:00,0:02:20,"407 Central Ave SW, Albuquerque, NM 87102, USA","413 Central Ave NW, Albuquerque, NM 87102, USA",35555440,1520956
459,459,May,1647043,1372704,2019-05-25 01:13:00,2019-05-25 01:29:00,0:15:39,"2500 Central Ave SE, Albuquerque, NM 87106, USA","Roosevelt Park, 500 Spruce St SE, Albuquerque, NM 87106, USA",35599764,1521179
460,460,May,1647054,9053377,2019-05-25 01:14:00,2019-05-25 01:29:00,0:15:02,"2500 Central Ave SE, Albuquerque, NM 87106, USA","Roosevelt Park, 500 Spruce St SE, Albuquerque, NM 87106, USA",35599509,1521184
461,461,May,1647101,5683625,2019-05-25 01:18:00,2019-05-25 01:22:00,0:04:19,"Central @ New York, Albuquerque, NM 87104, USA","2424 Central Ave SW, Albuquerque, NM 87104, USA",35494449,1521096
462,462,May,1647103,4219049,2019-05-25 01:18:00,2019-05-25 02:34:00,1:16:19,"2nd @ Marquette, Albuquerque, NM 87102, USA","2820 Central Ave SE, Albuquerque, NM 87106, USA",35610436,1521969
463,463,May,1647114,3355116,2019-05-25 01:18:00,2019-05-25 01:40:00,0:21:33,"402 High St SE, Albuquerque, NM 87102, USA","514 Walter St SE, Albuquerque, NM 87102, USA",35554062,1521347
464,464,May,1647116,1591106,2019-05-25 01:19:00,2019-05-25 01:40:00,0:21:05,"2nd @ Marquette, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35609093,1521340
465,465,May,1647117,6931568,2019-05-25 01:19:00,2019-05-25 01:40:00,0:21:03,"2nd @ Marquette, Albuquerque, NM 87102, USA","401 3rd St NW, Albuquerque, NM 87102, USA",35609020,1521341
466,466,May,1647118,7623985,2019-05-25 01:19:00,2019-05-25 01:22:00,0:03:09,"723 Silver Ave SW, Albuquerque, NM 87102, USA","716 Gold Ave SW, Albuquerque, NM 87102, USA",35535585,1521092
467,467,May,1647149,2084546,2019-05-25 01:21:00,2019-05-25 01:58:00,0:36:59,"518 Central Ave NW, Albuquerque, NM 87102, USA","518 Central Ave NW, Albuquerque, NM 87102, USA",35476265,1521563
468,468,May,1647152,2506595,2019-05-25 01:21:00,2019-05-25 01:51:00,0:29:49,"Albuquerque Convention Center, Albuquerque, NM 87102, USA","Central @ New York, Albuquerque, NM 87104, USA",35607393,1521477
